"Title","Movie Release Year","Running Time","Genre","Director","Country","Front Cover","Trailer URLs","Format","IMDb Rating","Location","Musician","Writer","Actor","Audience Rating","Audio Tracks","Extras","Features","Movie Release Date","Plot","Producer","Release Date","Release Year","Back Cover","Backdrop","Barcode","Box set","Chapters","Cinematography","Distributor","Edition","Episodes","Extra Features"
"Resident Evil: Apocalypse","2004","94 mins","Horror; Thriller; Action","Alexander Witt","Germany","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilApocalypse20014095_f.jpg","http://www.youtube.com/watch?v=veaGIKH_DsI","DVD","5.8","","","Paul W.S. Anderson","Razaaq Adoti as Peyton Wells; Mike Epps as L.J.; Oded Fehr as Carlos Olivera; Sienna Guillory as Jill Valentine; Jared Harris as Dr. Ashford; Sandrine Holt as Terri Morales; Milla Jovovich as Alice; Thomas Kretschmann as Major Cain; Sophie Vavasseur as Angie Ashford; Matthew G. Taylor as Nemesis; Matthew Taylor as Nemesis","R (Restricted)","Dolby Digital 5.1 [English]; Commentary [English]","","","2004","Something evil's lurking in Raccoon City, and the fearless Alice is one of only a few willing to put her life on the line to investigate the malevolent force. A virus is attacking the area's denizens, turning them into the undead. With the help of her colleague, Jill, Alice sets out to uncover the truth, even as she fends off an experimental weapon, code name Nemesis.","Paul W.S. Anderson; Paul Anderson","2004","2004","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilApocalypse20014095_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilApocalypse20014095_d.jpg","043396037977","","0","Christian Sebaldt","","Special Edition","0","• Scene Access • Audio Commentary • Trailers • Gallery • Deleted Scenes • Featurettes • DVD-ROM Content • Outtakes • Closed Captioned"
"Resident Evil: Extinction","2007","93 mins","Horror; Thriller; Action","Russell Mulcahy","Australia","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilExtinction20014102_f.jpg","http://www.youtube.com/watch?v=mfvrgD6d9N0","DVD","6.2","","","Paul W.S. Anderson","Milla Jovovich as Alice; Oded Fehr as Carlos Olivera; Ali Larter as Claire Redfield; Iain Glen as Dr. Isaacs; Mike Epps as L.J.; Christopher Egan as Mikey; Matthew Marsden as Slater; Joe Hursley as Otto; Linden Ashby as Chase; Jason O'Mara as Albert Wesker","R (Restricted)","Dolby Digital 5.1 [French]; Dolby Digital 5.1 [Spanish]; Dolby Digital 5.1 [English (Closed Captioned)]","","","2007","Years after the Raccoon City disaster, Alice is on her own; aware that she has become a liability and could endanger those around her, she is struggling to survive and bring down the Umbrella Corporation led by the sinister Albert Wesker and head researcher Dr. Isaacs. Meanwhile, traveling through the Nevada Desert and the ruins of Las Vegas, Carlos Olivera, L.J., and new survivors K-Mart, Claire Redfield, and Nurse Betty must fight to survive extinction against hordes of zombies, killer crows and the most terrifying creatures created as a result of the deadly T-Virus that has killed millions.","Paul W.S. Anderson; Bernd Eichinger","1/1/2008","2008","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilExtinction20014102_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilExtinction20014102_d.jpg","043396190832","","0","David Johnson","Sony Pictures","Special Edition","0","Deleted Scenes Sneak Peek of Resident Evil: Degeneration: The First Resident Evil CGI Feature Film! Filmmakers' Commentary with Director Russell Mulcahy, Writer/Producer Paul W.S. Anderson and Producer Jeremy Bolt Making-Of Featurettes: Alice Vision - Preproduction; The Big Bang - Shooting Resident Evil: Extinction; Bigger, Faster, Stronger: The Undead Evolve; Vegas Visual Effects: Miniatures"
"Resident Evil: Retribution","2012","95 mins","Horror; Science Fiction; Thriller; Action","Paul W.S. Anderson","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\ResidentEvilRetribution2038915_f.jpg","http://www.youtube.com/watch?v=ZRmWLqrJkz4","Blu-ray Disc","5.1","","tomandandy","Paul W.S. Anderson","Milla Jovovich as Alice; Ali Larter as Claire Redfield; Sienna Guillory as Jill Valentine; Michelle Rodriguez as Rain; Aryana Engineer as Becky; Bingbing Li as Ada Wong; Boris Kodjoe as Luther West; Johann Urb as Leon S. Kennedy; Robin Kasyanov as Sergei; Kevin Durand as Barry Burton; Ofilio Portillo as Tony; Oded Fehr as Todd / Carlos; Colin Salmon as James Shade; Shawn Roberts as Albert Wesker; Megan Charpentier as The Red Queen","R (Restricted)","Dolby Digital TrueHD [English]","","","2012","No Official Plot Yet.","Paul W.S. Anderson; Jeremy Bolt","12/21/2012","2012","","","043396409668","","0","Glen MacPherson","Sony Pictures","","0",""
"Revenge Of The Nerds","1984","80 mins","Comedy; Family","Jeff Kanew","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\RevengeOfTheNerds198426084_f.jpg","http://www.youtube.com/watch?v=Hw6zrInbtQE","DVD","6.4","","","Tim Metcalfe; Jeff Buhai","Robert Carradine as Louis Skolnick, Tri-Lam; Anthony Edwards as Gilbert Lowell, Tri-Lam; Timothy Busfield as Arnold Poindexter, Tri-Lam; Andrew Cassese as Harold Wormser, Tri-Lam; Curtis Armstrong as Dudley 'Booger' Dawson, Tri-Lam; Larry B. Scott as Lamar Latrell, Tri-Lam; Brian Tochi as Toshiro Takashi, Tri-Lam; Julia Montgomery as Betty Childs, Pi-Delta-Pi; Michelle Meyrink as Judy, Gilbert's Nerd Girlfriend/Omega-Mu; Ted McGinley as Stan Gable, Alpha Beta/President of Greek Council","R (Restricted)","Dolby Digital Stereo [English]; Dolby Digital Mono [English]; Dolby Digital Mono [French]; Dolby Digital Mono [Spanish]","","","1984","At Adams College, the jocks rule the school from their house on high, the Alpha Beta fraternity. So when a group of socially-challenged misfits try to go Greek, they're instantly rejected by every house on campus. Deciding to start their own fraternity to protect their outcast brothers, the campus nerds soon find themselves in a battle royale as the Alpha Betas try to crush their new rivals.","Ted Field; Peter Macgregor-Scott","3/6/2007","2007","C:\Users\zerom_000\Documents\Movie Collector\Images\RevengeOfTheNerds198426084_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\RevengeOfTheNerds198426084_d.jpg","024543241089","","0","","","Panty Raid Edition","0","# Commentary by director Jeff Kanew and actors Robert Caradine, Timothy Busfield & Curtis Armstrong# Featurette: 'I'm A Nerd and I'm Pretty Proud Of It'# 6 Deleted Scenes# Revenge of the Nerds TV Pilot# Theatrical Trailer"
"Riddick","2013","119 mins","Science Fiction; Thriller; Action","David Twohy","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\Riddick201341675_f.jpg","http://www.youtube.com/watch?v=PFCTPY536l8; http://www.youtube.com/watch?v=zH3O-CeZckE","Blu-ray Disc","6.5","","Graeme Revell","David Twohy; Jim Wheat","Vin Diesel as Riddick; Jordi Mollà as Santana; Matt Nable as Boss Johns; Katee Sackhoff as Dahl; Dave Bautista as Diaz; Bokeem Woodbine as Moss; Raoul Trujillo as Lockspur; Conrad Pla as Vargas; Danny Blanco Hall as Falco; Noah Danby as Nunez; Neil Napier as Rubio; Nolan Gerard Funk as Luna; Karl Urban as Vaako; Andreas Apergis as Krone; Keri Hilson as Santana's Prisoner","R (Restricted)","DTS 5.1 [Spanish]; DTS [English]","","","2013","Betrayed by his own kind and left for dead on a desolate planet, Riddick (Vin Diesel) fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge","Vin Diesel; Camille Brown","1/14/2014","2014","","C:\Users\zerom_000\Documents\Movie Collector\Images\Riddick201341675_d.jpg","025192171468","","0","David Eggby","Universal Studios Home Entertainment","Unrated Director's Cut Blu-Ray DVD Digital HD","0","The Twohy Touch Riddickian Tech Vin's Riddick Meet the Mercs The World of Riddick Riddick: Blindsided"
"Righteous Kill","2008","101 mins","Drama; Thriller; Crime; Mystery; Action","Jon Avnet","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\RighteousKill200819375_f.jpg","http://www.youtube.com/watch?v=j4C6wLTPM1w","DVD","6.0","","","Russell Gewirtz","Robert De Niro as Tom 'Turk' Cowan; Al Pacino as David 'Rooster' Fisk; 50 Cent as Spider; Carla Gugino as Karen Corelli; John Leguizamo as Det. Simon Perez; Donnie Wahlberg as Det. Ted Riley; Brian Dennehy as Lieutenant Hingis; Trilby Glover as Jessica; Saidah Arrika Ekulona as Gwen Darvis; Alan Rosenberg as Stein; Sterling K. Brown as Rogers; Barry Primus as Dr. Prosky; Melissa Leo as Cheryl Brooks; Alan Blumenfeld as Martin Baum; Shirly Brener as Natalya","R (Restricted)","Dolby Digital 5.1 [English]","","","2008","Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?","Boaz Davidson; Jon Avnet","2/1/2009","2009","C:\Users\zerom_000\Documents\Movie Collector\Images\RighteousKill200819375_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\RighteousKill200819375_d.jpg","013138002099","","0","","Starz / Anchor Bay","","0","- The Investigation: An In-Depth Look At Righteous Kill - Audio Commentary With Producer/Director Jon Avnet - The Thin Blue Line: An Exploration of Cops & Criminals - Theatrical Trailer"
"The Ringer","2005","94 mins","Comedy; Sports","Barry W. Blaustein","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\TheRinger200526015_f.jpg","http://www.youtube.com/watch?v=tkOqVoSTIVE","DVD","5.7","","Mark Mothersbaugh","Ricky Blitt","Johnny Knoxville as Steve Barker; Bill Chott as Thomas; Mohammad Ahmed as Dr. Ahmed; Janna Ambort as Karen; Geoffrey Arend as Winston; Luis Avalos as Stavi; Edward Barbanell as Billy; Nicole E. Bradley as Yolie; Heidi B. Bush as Heidi","PG-13 (Parents Strongly Cautioned)","","","","2005","A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.","Bobby Farrelly; Peter Farrelly","5/16/2006","2006","","C:\Users\zerom_000\Documents\Movie Collector\Images\TheRinger200526015_d.jpg","024543235293","","0","Mark Irwin","","","0",""
"Rise Of The Planet Of The Apes","2011","105 mins","Drama; Horror; Science Fiction; Action","Rupert Wyatt","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\RiseOfThePlanetOfTheApes42575_f.jpg","http://www.youtube.com/watch?v=EbCoDf44oCE; http://www.youtube.com/watch?v=f8D2NIGEJW8; http://www.youtube.com/watch?v=RPzVXlx9lIk","Blu-ray Disc","7.6","","Patrick Doyle","Pierre Boulle; Amanda Silver","Andy Serkis as Caesar; Karin Konoval as Maurice/Court Clerk; Terry Notary as Rocket/Bright Eyes; Richard Ridings as Buck; Christopher Gordon as Koba; Devyn Dalton as Cornelia; Jay Caputo as Alpha; James Franco as Will Rodman; Freida Pinto as Caroline Aranha; John Lithgow as Charles Rodman; Brian Cox as John Landon; Tom Felton as Dodge Landon; David Oyelowo as Steven Jacobs; Tyler Labine as Robert Franklin; Jamie Harris as Rodney","","","","","2011","Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father Charles. Will feels certain he is close to a breakthrough and tests his latest serum on chimpanzees, noticing dramatic increases in intelligence and brain activity in the primate subjects. A baby called Caesar, born to one of the test chimps, is scheduled to be destroyed so Will smuggles the animal home where he raises the infant as his own, little knowing that the onset of a war for supremacy has begun...","Amanda Silver; Rick Jaffa","","","C:\Users\zerom_000\Documents\Movie Collector\Images\RiseOfThePlanetOfTheApes42575_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\RiseOfThePlanetOfTheApes42575_d.jpg","024543955474","","0","Andrew Lesnie","","","0",""
"Road Trip","2000","94 mins","Comedy; Adventure","Todd Phillips","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\RoadTrip200026401_f.jpg","http://www.youtube.com/watch?v=1zU5eL3HCq0","DVD","6.4","","Mike Simpson","Todd Phillips; Scot Armstrong","Breckin Meyer as Josh Parker; Amy Smart as Beth Wagner; Seann William Scott as E.L.; Rachel Blanchard as Tiffany Henderson; Paulo Costanzo as Rubin Carver; Tom Green as Barry Manilow; DJ Qualls as Kyle Edwards; Anthony Rapp as Jacob; Fred Ward as Earl Edwards; Ethan Suplee as Ed; Edmund Lyndeck as Jack Manilow","15","","","","2000","Josh and Tiffany have been together since they were kids. Enter Beth, a sexy blonde going to college with Josh. One night, Josh and Beth hook up and make a videotape the same day that Josh plans to mail a video to Tiffany of him talking about college life. The wrong tape gets sent, forcing Josh, along with a few pals, to go to Austin, where Tiffany is, and stop her from seeing the tape.","Ivan Reitman; Daniel Goldberg","7/3/2006","2006","","C:\Users\zerom_000\Documents\Movie Collector\Images\RoadTrip200026401_d.jpg","5051188145835","","0","Mark Irwin","","","0",""
"Robin Hood","2010","140 mins","Adventure; Action; History","Ridley Scott","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\RobinHood20102239_f.jpg","http://www.youtube.com/watch?v=KSqL9ygBCck","Blu-ray Disc","6.8","","Marc Streitenfeld","Brian Helgeland; Ethan Reiff","Russell Crowe as Robin Hood; Mark Strong as Sir Godfrey; Cate Blanchett as Maid Marian; Kevin Durand as Little John; Max Von Sydow as Sir Walter Loxley; Matthew MacFadyen as Sheriff of Nottingham; Danny Huston as King Richard; William Hurt as William Marshall; Mark Addy as Friar Tuck; Scott Grimes as Will Scarlet; Oscar Isaac as Prince John; Eileen Atkins as Eleanor of Aquitaine; Bronson Webb as Jimoen; Léa Seydoux as Princess Isabella; Robert Pugh as Baron Baldwin","UR (Unrated)","DTS 5.1 [French]; DTS 5.1 [Spanish]; Dolby Digital Stereo [English]; DTS-HD High Resolution Audio [English]","","","2010","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.","Brian Grazer; Ridley Scott","9/21/2010","2010","C:\Users\zerom_000\Documents\Movie Collector\Images\RobinHood20102239_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\RobinHood20102239_d.jpg","025192085802","","0","John Mathieson","Universal Studios Home Entertainment","Unrated Director's Cut","0","The Art Of Notthingham Deleted Scenes With Intro And Commentary Rise And Rise Again: Making Of Director's Notebook * Director's Notebook: Watch the theatrical version with behind-the-scenes footage, hand-drawn 'Ridleygrams' and filmmaker interviews * 'The Art of Nottingham': A portfolio of designs, including video introductions, galleries of conceptual art, costume designs, storyboards and other imagery"
"Robocop","2014","102 mins","Science Fiction; Thriller; Crime; Action","Darren Aronofsky; José Padilha","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\Robocop201442332_f.jpg","http://www.youtube.com/watch?v=5sDRQNL5Lps; http://www.youtube.com/watch?v=lJyn_2g_wBQ; http://www.youtube.com/watch?v=xPLSpmAtc1Q","Blu-ray Disc","6.7","","Pedro Bromfman","David Self; Michael Miner","Gary Oldman as Dr. Robert Norton; Michael Keaton as CEO of OmniCorp Raymond Sellars; Samuel L. Jackson as Pat Novak; Jay Baruchel as Pope; Abbie Cornish as Ellen Murphy; John Paul Ruttan as David Murphy; Jackie Earle Haley as Maddox; Jennifer Ehle as Liz Kline; Marianne Jean-Baptiste as Chief Karen Dean; Michael Kenneth Williams as Officer Jack Lewis; Douglas Urbanski as Mayor Durant; Aimee Garcia as Kim; Zach Grenier as Senator Dreyfuss; Marjan Neshat as Sayeh; Evan Stern as Walter Karrel","PG-13 (Parents Strongly Cautioned)","Dolby Digital 5.1 [English]; Dolby Digital 5.1 [French]; Dolby Digital 5.1 [Spanish]; Dolby Digital Stereo [French]; DTS-HD Master Audio 5.1 [English]","","","2014","In a crime-ridden city, a fatally wounded cop returns to the force as a powerful cyborg with submerged memories haunting him.","Roger Birnbaum; Gary Barber","6/3/2014","2014","","C:\Users\zerom_000\Documents\Movie Collector\Images\Robocop201442332_d.jpg","883904299851","","0","Lula Carvalho","MGM Home Entertainment","3 Discs Blu-Ray DVD Ultraviolet Combo","0","•Deleted Scenes •Omnicorp Product Announcement •RoboCop: Engineered for the 21st Century ?The Illusion of Free Will: A New Vision ?To Serve and Protect: RoboCop's Weapons ?The RoboCop Suit: Form and Function •Theatrical Trailer 1 •Theatrical Trailer 2 DVD Copy"
"Robots","2005","91 mins","Animation; Comedy; Family","Carlos Saldanha; Chris Wedge","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\Robots200516374_f.jpg","http://www.youtube.com/watch?v=5gbt9BLrOIQ","DVD","6.4","","Ian Ball","Lowell Ganz; Babaloo Mandel","Ewan McGregor as Rodney Copperbottom; Amanda Bynes as Piper; Halle Berry as Cappy; Robin Williams as Fender; Lucille Bliss as Pigeon Lady; Greg Kinnear as Ratchet; Terry Bradshaw as Broken Arm Bot; Dylan Denton as Youngest Rodney; Jim Broadbent as Madame Gasket; Will Denton as Young Rodney; Mel Brooks as Bigweld; Drew Carey as Crank; Jennifer Coolidge as Aunt Fanny; Paula Abdul as Watch","PG (Parental Guidance)","Dolby Digital 5.1 [English]; DTS [English]","","","2005","Rodney Copperbottom is a young robot inventor who dreams of making the world a better place … until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams -- like those of his friends, including motor-mouthed Fender -- are in danger of becoming obsolete.","Jerry Davis; Lorne Orleans","9/27/2005","2005","C:\Users\zerom_000\Documents\Movie Collector\Images\Robots200516374_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\Robots200516374_d.jpg","024543194002","","0","","20th Century Fox","","0","Aunt Fanny's Tour of Booty Animated Short Inside Look at the Making of Ice Age 2 Xbox Exclusive Multi-Player Racing Game Set-Top Games Commentary by Director Chris Wedge and Producer William Joyce Technical Director's Commentary/Animator's Commentary Discontinued Parts (deleted scenes) with Optional Commentary by Chris Wedge The Original Robots Short (original short that sold the movie to the studio) 'You Can Shine No Matter What You're Made Of' The Blue Man Group Featurettes Character Bios"
"The Rock","1996","136 mins","Thriller; Action","Michael Bay","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\TheRock199627097_f.jpg","http://www.youtube.com/watch?v=vapdvjBcQzs","DVD","7.3","","Hans Zimmer","David Weisberg; Douglas Cook","Ed Harris as Brigadier General Francis X. Hummel; Sean Connery as John Patrick Mason; Nicolas Cage as Dr. Stanley Goodspeed; William Forsythe as Ernest Paxton; Brendan Kelly as Private Cox; Michael Biehn as Commander Anderson; Vanessa Marcil as Carla; John C. McGinley as Marine Captain Hendrix; David Morse as Major Tom Baxter; Bokeem Woodbine as Sergeant Crisp; John Spencer as FBI Director James Womack; Gregory Sporleder as Captain Frye; Tony Todd as Captain Darrow; Jim Maniaci as Private Scarpetti; Greg Collins as Private Gamble","R (Restricted)","Dolby Digital 5.1 [English (Closed Captioned)]; Dolby Digital Stereo [French]","","","1996","A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops. Otherwise, he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.","Jerry Bruckheimer; Don Simpson","12/2/1997","1997","C:\Users\zerom_000\Documents\Movie Collector\Images\TheRock199627097_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\TheRock199627097_d.jpg","717951000040","","0","John Schwartzman","Walt Disney Video","","0","Interactive Menus Scene Selections Theatrical Trailers"
"Rocketman","1997","94 mins","Comedy; Science Fiction; Romance","Stuart Gillard","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\Rocketman199726208_f.jpg","","DVD","5.3","","Michael Tavera","Craig Mazin; Oren Aviv","Harland Williams as Fred Z. Randall; Jessica Lundy as Julie Ford; William Sadler as Bill Overbeck; Jeffrey DeMunn as Paul Wick; James Pickens Jr. as Ben Stevens; Don Lake as Flight Surgeon; Peter Onorati as Gary Hackman; Beau Bridges as Bud Nesbitt","PG (Parental Guidance)","Dolby Digital Stereo [English]","","","1997","Fred Z. Randall is geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there","Roger Birnbaum; Oren Aviv","4/17/2007","2007","C:\Users\zerom_000\Documents\Movie Collector\Images\Rocketman199726208_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\Rocketman199726208_d.jpg","786936281620","","0","Steven Poster","Walt Disney Home Video","","0","Interactive Menus Scene Selection"
"Rocknrolla","2008","114 mins","Comedy; Crime; Action","Guy Ritchie","UK","C:\Users\zerom_000\Documents\Movie Collector\Images\Rocknrolla200827676_f.jpg","http://www.youtube.com/watch?v=F_n0e3d4ruE","DVD","7.3","","Steve Isles","Guy Ritchie","Gerard Butler as One Two; Tom Wilkinson as Lenny Cole; Thandie Newton as Stella; Mark Strong as Archy; Idris Elba as Mumbles; Tom Hardy as Handsome Bob; Karel Roden as Uri Omovich; Toby Kebbell as Johnny Quid; Jeremy Piven as Roman; Ludacris as Mickey; Jimi Mistry as Councillor; Matt King as Cookie; Geoff Bell as Fred the Head; Dragan Micanovic as Victor; Michael Ryan as Pete","R (Restricted)","Dolby Digital 5.1 [English]; Dolby Digital 5.1 [French]; Dolby Digital 5.1 [Spanish]","","","2008","When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.","Joel Silver; Guy Ritchie","1/27/2009","2009","C:\Users\zerom_000\Documents\Movie Collector\Images\Rocknrolla200827676_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\Rocknrolla200827676_d.jpg","883929037506","","0","David Higgs","Warner Home Video","","0",""
